RTC_Data	RTC_Czas	GPS_Lat	GPS_Lon	 gps_wysokosc	gps_speed	gps_course	gps_satelite	gps_hdop(dokładność)	 GPS_Data	GPS_Godzina	Accel_X	Accel_Y	Accel_Z	Gyro_X	Gyro_Y	Gyro_Z	Temp_MPU	Temp_BMP	Pressure	Wysokosc_wyliczona	Temp_AHT	Wilgotnosc	MQ2_Analog	MQ2_Digital
2025.3.17	14.29.28	0.000000	0.000000	0.00	0.00	0.00	0	0.00	0.0.0	0.0.0	-0.014	-0.043	-1.035	16.794	21.771	128.763	35.31	36.37	856.89	1050.65	35.97	13.70	118	Wysoki poziom gazu
2025.3.17	14.29.38	0.000000	0.000000	0.00	0.00	0.00	0	2550.00	9.28.34	0.0.0	-0.022	-0.128	-1.387	-29.282	2.992	-1.282	35.82	36.53	851.77	1099.92	35.91	13.71	2105	Wysoki poziom gazu
2025.3.17	14.29.48	0.000000	0.000000	0.00	0.00	0.00	0	2550.00	9.28.45	0.0.0	0.016	-0.086	-1.055	-12.733	-1.771	76.763	35.97	36.54	846.93	1146.88	35.87	13.75	2157	Wysoki poziom gazu
2025.3.17	14.29.58	50.331516	19.591776	1429.90	0.00	0.00	1110	80.00	9.28.55	0.0.0	0.011	-0.056	-0.965	6.962	8.122	97.099	36.06	36.54	842.14	1193.49	35.84	13.79	2023	Wysoki poziom gazu
2025.3.17	14.30.8	50.330765	19.594040	1457.90	0.00	0.00	1110	80.00	9.29.5	0.0.0	0.019	-0.059	-1.006	8.702	-12.824	7.023	36.11	36.54	838.04	1233.48	35.81	13.85	1945	Wysoki poziom gazu
2025.3.17	14.30.18	50.330143	19.596104	1488.60	0.00	0.00	1110	80.00	9.29.15	0.0.0	0.062	-0.047	-1.264	24.947	-15.481	41.954	36.15	36.55	832.73	1285.62	35.79	13.85	1899	Wysoki poziom gazu
2025.3.17	14.30.29	50.329571	19.598036	1528.70	0.00	0.00	1110	80.00	9.29.25	0.0.0	-0.011	-0.052	-1.052	-27.420	22.748	-69.924	36.15	36.56	827.76	1334.60	35.77	13.83	1867	Wysoki poziom gazu
2025.3.17	14.30.39	50.328762	19.599943	1583.10	0.00	0.00	1110	80.00	9.29.35	0.0.0	-0.009	-0.067	-1.003	6.168	10.595	39.328	36.20	36.56	823.90	1372.78	35.74	13.78	1836	Wysoki poziom gazu
2025.3.17	14.30.49	50.328762	19.599943	1583.10	0.00	0.00	1110	80.00	9.29.35	0.0.0	0.024	-0.090	-1.086	-13.954	2.565	-5.191	36.15	36.57	820.22	1409.38	35.73	13.84	1809	Wysoki poziom gazu
2025.3.17	14.30.59	50.327076	19.604404	1667.50	0.00	0.00	1110	80.00	9.29.56	0.0.0	0.036	-0.065	-1.015	9.588	-2.840	56.336	36.20	36.58	816.44	1447.09	35.71	13.75	1798	Wysoki poziom gazu
2025.3.17	14.31.9	50.326504	19.606340	1698.50	0.00	0.00	1110	80.00	9.30.6	0.0.0	-0.000	-0.050	-0.936	4.947	-8.763	-31.969	36.29	36.59	813.09	1480.68	35.72	13.84	1786	Wysoki poziom gazu
2025.3.17	14.31.19	50.325600	19.608610	1733.60	0.00	0.00	1110	80.00	9.30.16	0.0.0	0.021	-0.097	-1.104	-14.962	-5.832	-80.214	36.34	36.60	808.90	1522.72	35.71	13.95	1773	Wysoki poziom gazu
2025.3.17	14.31.29	50.324917	19.610691	1776.30	0.00	0.00	1110	80.00	9.30.26	0.0.0	-0.009	-0.041	-1.062	-1.099	11.053	113.374	36.34	36.62	804.44	1567.73	35.72	13.75	1758	Wysoki poziom gazu
2025.3.17	14.31.39	50.324314	19.612814	1824.00	0.00	0.00	1101	80.00	9.30.36	0.0.0	-0.003	-0.080	-1.059	-12.611	-0.794	-60.794	36.39	36.63	800.24	1610.35	35.71	13.97	1744	Wysoki poziom gazu
2025.3.17	14.31.49	50.323799	19.614780	1867.80	0.00	0.00	1110	80.00	9.30.46	0.0.0	0.001	-0.053	-0.991	5.954	5.649	-14.809	36.39	36.65	796.38	1649.69	35.72	13.91	1744	Wysoki poziom gazu
2025.3.17	14.31.59	50.323025	19.617153	1909.30	0.00	0.00	1101	80.00	9.30.56	0.0.0	0.049	-0.075	-0.969	1.099	-8.366	8.153	36.44	36.66	792.18	1692.60	35.73	13.87	1751	Wysoki poziom gazu
2025.3.17	14.32.9	50.322296	19.619312	1952.10	0.00	0.00	1110	80.00	9.31.6	0.0.0	0.011	-0.064	-1.007	5.893	-1.985	47.389	36.48	36.68	788.68	1728.52	35.75	13.82	1735	Wysoki poziom gazu
2025.3.17	14.32.19	50.321640	19.621578	1989.40	0.00	0.00	1110	80.00	9.31.16	0.0.0	0.065	-0.068	-0.934	-5.832	-9.863	-45.649	36.48	36.69	784.11	1775.60	35.75	13.92	1728	Wysoki poziom gazu
2025.3.17	14.32.29	50.320805	19.623571	2035.10	0.00	0.00	1110	80.00	9.31.26	0.0.0	0.023	-0.065	-1.056	5.038	-5.618	-27.176	36.53	36.72	780.63	1811.57	35.77	13.90	1727	Wysoki poziom gazu
2025.3.17	14.32.40	50.320263	19.625118	2067.20	0.00	0.00	1110	80.00	9.31.36	0.0.0	0.021	-0.085	-1.097	-8.641	-9.191	-4.122	36.53	36.74	777.00	1849.30	35.77	13.90	1719	Wysoki poziom gazu
2025.3.17	14.32.50	50.319672	19.626705	2097.70	0.00	0.00	1110	80.00	9.31.46	0.0.0	-0.003	-0.082	-1.075	-7.023	10.443	21.954	36.53	36.77	773.49	1885.85	35.78	13.83	1722	Wysoki poziom gazu
2025.3.17	14.33.0	50.319115	19.629112	2131.80	0.00	0.00	1101	80.00	9.31.57	0.0.0	-0.001	-0.069	-1.060	1.649	7.267	2.687	36.67	36.79	770.04	1921.99	35.82	13.89	1714	Wysoki poziom gazu
2025.3.17	14.33.10	50.318378	19.631327	2170.50	0.00	0.00	1110	80.00	9.32.7	0.0.0	0.013	-0.084	-1.078	-4.489	-2.748	19.023	36.58	36.82	766.11	1963.22	35.84	13.88	1710	Wysoki poziom gazu
2025.3.17	14.33.20	50.317631	19.632942	2208.80	0.00	0.00	1110	80.00	9.32.17	0.0.0	-0.014	-0.077	-1.040	-0.794	7.267	78.412	36.58	36.84	762.49	2001.39	35.85	13.81	1707	Wysoki poziom gazu
2025.3.17	14.33.30	50.317184	19.634714	2244.40	0.00	0.00	1110	80.00	9.32.27	0.0.0	0.017	-0.070	-0.995	0.763	-4.641	42.656	36.67	36.86	758.11	2047.76	35.88	13.76	1713	Wysoki poziom gazu
2025.3.17	14.33.40	50.316540	19.636469	2284.30	0.00	0.00	1110	80.00	9.32.37	0.0.0	0.030	-0.060	-1.012	6.137	-3.267	-92.305	36.67	36.89	753.97	2091.79	35.90	13.88	1712	Wysoki poziom gazu
2025.3.17	14.33.50	50.315613	19.638264	2322.10	0.00	0.00	1110	80.00	9.32.47	0.0.0	0.032	-0.032	-1.102	16.214	9.374	-63.328	36.72	36.92	749.33	2141.36	35.91	13.82	1721	Wysoki poziom gazu
2025.3.17	14.34.0	50.314632	19.639820	2375.90	0.00	0.00	1110	80.00	9.32.57	0.0.0	0.022	-0.045	-1.023	-12.885	-6.992	59.542	36.72	36.94	745.03	2187.58	35.94	13.67	1713	Wysoki poziom gazu
2025.3.17	14.34.10	50.313557	19.641424	2424.70	0.00	0.00	1110	80.00	9.33.7	0.0.0	0.012	-0.080	-1.127	-6.443	-16.427	72.000	36.72	36.97	740.36	2237.95	35.94	13.73	1705	Wysoki poziom gazu
2025.3.17	14.34.20	50.312523	19.643335	2476.80	0.00	0.00	1110	80.00	9.33.17	0.0.0	0.016	-0.082	-1.010	-9.496	-5.069	-84.489	36.81	37.00	735.83	2287.10	35.98	13.92	1689	Wysoki poziom gazu
2025.3.17	14.34.30	50.311775	19.644800	2528.90	0.00	0.00	1110	80.00	9.33.27	0.0.0	0.012	-0.063	-1.010	0.672	-4.977	18.595	36.91	37.03	731.14	2338.18	36.01	13.80	1693	Wysoki poziom gazu
2025.3.17	14.34.40	50.311203	19.646631	2579.00	0.00	0.00	1110	80.00	9.33.37	0.0.0	-0.010	-0.062	-0.965	7.939	-0.824	-0.092	36.81	37.05	726.11	2393.38	36.03	13.81	1695	Wysoki poziom gazu
2025.3.17	14.34.51	50.310509	19.648382	2631.70	0.00	0.00	1101	90.00	9.33.47	0.0.0	0.033	-0.045	-1.126	0.641	6.443	-36.366	36.86	37.09	722.16	2436.92	36.05	13.84	1739	Wysoki poziom gazu
2025.3.17	14.35.1	50.310509	19.648382	2631.70	0.00	0.00	1101	90.00	9.33.47	0.0.0	0.044	-0.069	-0.909	3.695	1.679	73.435	36.95	37.12	717.32	2490.42	36.09	13.67	1703	Wysoki poziom gazu
2025.3.17	14.35.11	50.308472	19.652927	2735.50	0.00	0.00	1101	90.00	9.34.8	0.0.0	0.016	-0.055	-0.991	-0.641	-9.008	45.069	36.95	37.15	713.43	2533.75	36.12	13.72	1703	Wysoki poziom gazu
2025.3.17	14.35.21	50.307930	19.654806	2772.50	0.00	0.00	1101	90.00	9.34.18	0.0.0	-0.013	-0.076	-1.064	-11.359	-5.527	29.130	36.95	37.18	709.71	2575.26	36.15	13.73	1658	Wysoki poziom gazu
2025.3.17	14.35.31	50.307053	19.657469	2818.60	0.00	0.00	1101	90.00	9.34.28	0.0.0	-0.006	-0.025	-1.080	4.366	1.252	-53.008	36.91	37.21	705.56	2621.87	36.17	13.78	1688	Wysoki poziom gazu
2025.3.17	14.35.41	50.306152	19.659418	2856.40	0.00	0.00	1101	90.00	9.34.38	0.0.0	0.013	-0.073	-1.049	3.634	-11.145	-0.580	37.00	37.24	701.65	2665.90	36.20	13.77	1696	Wysoki poziom gazu
2025.3.17	14.35.51	50.305374	19.661905	2897.40	0.00	0.00	1101	90.00	9.34.48	0.0.0	-0.018	-0.071	-1.135	-6.290	10.626	-0.519	37.09	37.27	697.56	2712.32	36.22	13.73	1698	Wysoki poziom gazu
2025.3.17	14.36.1	50.304203	19.664219	2943.00	0.00	0.00	1101	90.00	9.34.58	0.0.0	-0.020	-0.081	-1.135	3.084	17.710	16.244	37.05	37.30	693.63	2757.01	36.25	13.69	1703	Wysoki poziom gazu
2025.3.17	14.36.11	50.303261	19.666025	2973.40	0.00	0.00	1101	90.00	9.35.8	0.0.0	0.016	-0.015	-0.967	10.473	-12.153	-34.198	37.14	37.34	689.47	2804.53	36.29	13.69	1697	Wysoki poziom gazu
2025.3.17	14.36.21	50.302193	19.667770	3012.10	0.00	0.00	1101	90.00	9.35.18	0.0.0	-0.003	-0.032	-1.003	1.466	4.336	41.985	37.14	37.37	685.48	2850.41	36.32	13.62	1696	Wysoki poziom gazu
2025.3.17	14.36.31	50.301311	19.670113	3056.40	0.00	0.00	1101	90.00	9.35.28	0.0.0	-0.006	-0.076	-1.058	-1.191	-6.412	-48.947	37.09	37.41	681.98	2890.83	36.36	13.74	1693	Wysoki poziom gazu
2025.3.17	14.36.41	50.300022	19.672232	3112.70	0.00	0.00	1101	90.00	9.35.38	0.0.0	0.022	-0.093	-1.136	-10.107	-7.267	-33.191	37.14	37.44	678.29	2933.53	36.38	13.72	1694	Wysoki poziom gazu
2025.3.17	14.36.52	50.299084	19.674328	3164.40	0.00	0.00	1101	90.00	9.35.48	0.0.0	-0.014	-0.053	-1.180	7.267	15.634	16.244	37.24	37.46	674.65	2975.87	36.41	13.64	1694	Wysoki poziom gazu
2025.3.17	14.37.2	50.298027	19.677073	3204.20	0.00	0.00	1100	100.00	9.35.58	0.0.0	-0.001	-0.072	-1.077	1.679	5.771	7.664	37.28	37.50	671.69	3010.55	36.44	13.66	1694	Wysoki poziom gazu
2025.3.17	14.37.12	50.298027	19.677073	3204.20	0.00	0.00	1100	100.00	9.35.58	0.0.0	-0.016	-0.078	-1.089	-4.000	4.366	17.466	37.24	37.53	668.56	3047.26	36.46	13.65	1698	Wysoki poziom gazu
2025.3.17	14.37.22	50.295441	19.682108	3271.00	0.00	0.00	1100	100.00	9.36.19	0.0.0	-0.011	-0.064	-1.103	-0.733	4.672	0.397	37.28	37.56	665.79	3079.77	36.50	13.62	1699	Wysoki poziom gazu
2025.3.17	14.37.32	50.294209	19.685001	3301.00	0.00	0.00	1100	100.00	9.36.29	0.0.0	0.010	-0.061	-0.895	6.779	-6.290	-77.679	37.28	37.59	661.86	3126.21	36.52	13.67	1703	Wysoki poziom gazu
2025.3.17	14.37.42	50.293198	19.687658	3350.50	0.00	0.00	1100	100.00	9.36.39	0.0.0	0.014	-0.049	-0.981	9.985	-8.977	29.252	37.24	37.63	658.82	3162.30	36.56	13.56	1691	Wysoki poziom gazu
2025.3.17	14.37.52	50.291870	19.689995	3399.60	0.00	0.00	1100	100.00	9.36.49	0.0.0	0.005	-0.047	-0.926	1.679	0.672	47.206	37.28	37.66	655.58	3200.89	36.58	13.53	1744	Wysoki poziom gazu
2025.3.17	14.38.2	50.290588	19.692522	3439.20	0.00	0.00	1100	100.00	9.36.59	0.0.0	0.002	-0.073	-1.069	3.817	1.985	17.771	37.38	37.69	652.45	3238.34	36.62	13.56	1681	Wysoki poziom gazu
2025.3.17	14.38.12	50.289734	19.694553	3474.40	0.00	0.00	1100	100.00	9.37.9	0.0.0	0.008	-0.058	-0.945	9.679	0.275	12.977	37.42	37.73	649.23	3277.03	36.65	13.59	1703	Wysoki poziom gazu
2025.3.17	14.38.22	50.288696	19.697081	3500.80	0.00	0.00	1100	100.00	9.37.19	0.0.0	0.054	-0.072	-0.997	-9.313	-8.794	-22.198	37.47	37.76	645.14	3326.41	36.68	13.58	1671	Wysoki poziom gazu
2025.3.17	14.38.32	50.287674	19.699240	3547.10	0.00	0.00	1100	100.00	9.37.29	0.0.0	0.045	-0.089	-1.140	-2.565	-4.489	64.824	37.47	37.79	641.50	3370.53	36.69	13.50	1678	Wysoki poziom gazu
2025.3.17	14.38.42	50.287117	19.701694	3586.20	0.00	0.00	1100	100.00	9.37.39	0.0.0	0.003	-0.046	-0.993	8.183	-2.626	-1.649	37.42	37.82	637.62	3417.75	36.74	13.51	1680	Wysoki poziom gazu
2025.3.17	14.38.52	50.286118	19.703972	3632.40	0.00	0.00	1100	100.00	9.37.49	0.0.0	0.029	-0.066	-0.983	9.374	6.137	15.206	37.52	37.86	633.66	3466.25	36.75	13.46	1728	Wysoki poziom gazu
2025.3.17	14.39.3	50.285412	19.706388	3675.70	0.00	0.00	1100	100.00	9.37.59	0.0.0	0.003	-0.077	-1.040	-7.481	4.824	23.328	37.47	37.89	630.50	3505.14	36.79	13.46	1643	Wysoki poziom gazu
2025.3.17	14.39.13	50.284935	19.708771	3716.60	0.00	0.00	1100	100.00	9.38.9	0.0.0	-0.000	-0.065	-1.085	3.206	-2.504	39.695	37.57	37.92	626.99	3548.49	36.83	13.46	1734	Wysoki poziom gazu
2025.3.17	14.39.23	50.284477	19.711098	3716.60	78.75	109.49	1100	100.00	9.38.19	17.5.2025	0.014	-0.085	-1.109	-5.069	-4.489	76.092	37.52	37.95	623.19	3595.60	36.86	13.40	1675	Wysoki poziom gazu
2025.3.17	14.39.33	50.283836	19.713684	3799.00	78.75	109.49	1011	100.00	9.38.30	17.5.2025	-0.003	-0.052	-0.992	-3.634	-2.687	62.595	37.52	37.98	619.96	3635.84	36.90	13.38	1680	Wysoki poziom gazu
2025.3.17	14.39.43	50.283154	19.715609	3839.30	78.75	109.49	1011	100.00	9.38.40	17.5.2025	-0.012	-0.063	-1.049	-4.427	4.672	131.328	37.61	38.01	616.10	3684.18	36.92	13.34	1683	Wysoki poziom gazu
2025.3.17	14.39.53	50.282475	19.717745	3888.30	78.75	109.49	1011	100.00	9.38.50	17.5.2025	0.015	-0.077	-1.038	-2.137	-6.168	-56.031	37.61	38.05	612.79	3725.92	36.95	13.49	1692	Wysoki poziom gazu
2025.3.17	14.40.3	50.281754	19.720366	3932.80	78.75	109.49	1011	100.00	9.39.0	17.5.2025	-0.003	-0.068	-1.037	3.847	-2.626	66.473	37.71	38.08	609.08	3772.73	36.97	13.36	1707	Wysoki poziom gazu
2025.3.17	14.40.13	50.281147	19.722532	3984.90	78.75	109.49	1011	100.00	9.39.10	17.5.2025	-0.006	-0.036	-0.967	-0.458	1.008	26.718	37.66	38.11	605.90	3813.10	37.00	13.37	1707	Wysoki poziom gazu
2025.3.17	14.40.23	50.280491	19.724543	4024.20	78.75	109.49	1011	100.00	9.39.20	17.5.2025	-0.001	-0.074	-0.991	-0.275	1.344	26.443	37.75	38.14	602.58	3855.50	37.03	13.37	1698	Wysoki poziom gazu
2025.3.17	14.40.33	50.279972	19.726391	4068.10	78.75	109.49	1011	100.00	9.39.30	17.5.2025	0.007	-0.073	-1.036	6.168	-4.336	-26.779	37.71	38.17	599.43	3895.89	37.05	13.41	1674	Wysoki poziom gazu
2025.3.17	14.40.43	50.279739	19.728933	4105.10	78.75	109.49	1011	100.00	9.39.40	17.5.2025	-0.000	-0.069	-1.116	1.313	-4.366	37.130	37.66	38.21	596.15	3937.97	37.08	13.35	1733	Wysoki poziom gazu
2025.3.17	14.40.53	50.279560	19.731117	4148.30	78.75	109.49	1011	100.00	9.39.50	17.5.2025	-0.008	-0.024	-1.067	14.473	-0.489	-31.145	37.89	38.24	592.05	3991.02	37.11	13.39	1706	Wysoki poziom gazu
2025.3.17	14.41.3	50.279171	19.733286	4190.60	78.75	109.49	1011	100.00	9.40.0	17.5.2025	0.006	-0.056	-0.991	14.412	5.588	102.962	37.75	38.27	588.45	4037.85	37.13	13.24	1718	Wysoki poziom gazu
2025.3.17	14.41.14	50.278980	19.735832	4236.60	78.75	109.49	1011	100.00	9.40.10	17.5.2025	0.008	-0.026	-1.066	1.557	8.611	58.015	37.80	38.30	585.13	4081.19	37.18	13.23	1681	Wysoki poziom gazu
2025.3.17	14.41.24	50.278675	19.738691	4287.50	78.75	109.49	1011	100.00	9.40.20	17.5.2025	-0.002	-0.063	-1.060	-6.015	-2.595	-43.023	37.94	38.33	581.80	4124.92	37.20	13.31	1712	Wysoki poziom gazu
2025.3.17	14.41.34	50.278126	19.740927	4332.90	78.75	109.49	1011	100.00	9.40.30	17.5.2025	-0.011	-0.077	-1.077	-1.282	-1.099	-20.305	37.89	38.36	578.62	4166.76	37.23	13.32	1717	Wysoki poziom gazu
2025.3.17	14.41.44	50.278126	19.740927	4332.90	78.75	109.49	1011	100.00	9.40.30	17.5.2025	-0.001	-0.063	-1.046	-5.160	-3.817	15.725	37.85	38.40	575.48	4208.41	37.26	13.29	1677	Wysoki poziom gazu
2025.3.17	14.41.54	50.277718	19.746496	4408.60	78.75	109.49	1011	100.00	9.40.51	17.5.2025	-0.001	-0.051	-0.966	1.313	-4.702	44.153	37.94	38.43	572.22	4251.66	37.28	13.22	1732	Wysoki poziom gazu
2025.3.17	14.42.4	50.277103	19.749283	4448.00	78.75	109.49	1011	100.00	9.41.1	17.5.2025	-0.005	-0.079	-1.097	-5.252	-5.130	40.611	37.89	38.46	569.29	4290.83	37.32	13.26	1678	Wysoki poziom gazu
2025.3.17	14.42.14	50.276615	19.751507	4490.50	78.75	109.49	1011	100.00	9.41.11	17.5.2025	-0.007	-0.072	-1.141	-7.359	7.573	20.489	37.99	38.49	566.38	4329.84	37.33	13.26	1687	Wysoki poziom gazu
2025.3.17	14.42.24	50.276478	19.754272	4529.60	78.75	109.49	1011	100.00	9.41.21	17.5.2025	-0.012	-0.054	-1.058	4.336	1.802	-33.954	37.94	38.51	563.38	4370.25	37.37	13.26	1698	Wysoki poziom gazu
2025.3.17	14.42.34	50.275955	19.757263	4575.80	78.75	109.49	1011	100.00	9.41.31	17.5.2025	-0.008	-0.078	-1.051	-3.725	2.229	-28.153	38.04	38.54	560.65	4407.19	37.38	13.26	1727	Wysoki poziom gazu
2025.3.17	14.42.44	50.275120	19.759783	4613.50	78.75	109.49	1011	100.00	9.41.41	17.5.2025	0.005	-0.076	-1.026	-6.137	-4.641	-17.893	38.08	38.57	557.41	4451.23	37.41	13.19	1738	Wysoki poziom gazu
2025.3.17	14.42.54	50.274422	19.762720	4657.30	78.75	109.49	1011	100.00	9.41.51	17.5.2025	0.000	-0.074	-0.981	-0.672	7.542	22.718	38.04	38.60	553.84	4499.95	37.44	13.16	1734	Wysoki poziom gazu
2025.3.17	14.43.4	50.273720	19.765038	4700.60	78.75	109.49	1010	110.00	9.42.1	17.5.2025	0.001	-0.060	-1.015	1.924	-7.298	30.107	38.08	38.64	550.85	4540.98	37.47	13.17	1727	Wysoki poziom gazu
2025.3.17	14.43.14	50.273312	19.767738	4745.90	78.75	109.49	1011	100.00	9.42.11	17.5.2025	0.002	-0.072	-0.990	-3.542	-0.611	48.580	38.08	38.66	547.79	4583.08	37.49	13.15	1728	Wysoki poziom gazu
2025.3.17	14.43.25	50.273014	19.770832	4782.20	78.75	109.49	1011	100.00	9.42.21	17.5.2025	-0.003	-0.062	-1.030	-2.595	0.305	70.809	38.08	38.70	543.87	4637.41	37.51	13.11	1672	Wysoki poziom gazu
2025.3.17	14.43.35	50.272499	19.773720	4831.10	78.75	109.49	1010	100.00	9.42.31	17.5.2025	-0.004	-0.036	-1.009	6.962	13.405	40.519	38.04	38.72	540.39	4685.88	37.55	13.15	1659	Wysoki poziom gazu
2025.3.17	14.43.45	50.272186	19.776735	4831.10	72.28	103.20	1010	100.00	9.42.41	17.5.2025	-0.005	-0.069	-1.023	3.206	15.298	-3.878	38.18	38.75	537.48	4726.53	37.56	13.13	1681	Wysoki poziom gazu
2025.3.17	14.43.55	50.271767	19.779268	4925.90	72.28	103.20	1011	100.00	9.42.52	17.5.2025	-0.022	-0.053	-1.040	12.397	13.313	54.626	38.22	38.78	533.90	4776.96	37.60	13.11	1679	Wysoki poziom gazu
2025.3.17	14.44.5	50.271496	19.781704	4985.20	72.28	103.20	1011	100.00	9.43.2	17.5.2025	0.006	-0.042	-1.009	4.947	-10.321	-63.878	38.18	38.81	531.21	4814.90	37.61	13.14	1712	Wysoki poziom gazu
2025.3.17	14.44.15	50.271328	19.784616	5026.20	72.28	103.20	1011	100.00	9.43.12	17.5.2025	-0.002	-0.052	-1.015	4.763	-9.069	-43.908	38.22	38.83	528.62	4851.60	37.66	13.12	1744	Wysoki poziom gazu
2025.3.17	14.44.25	50.271175	19.787756	5060.10	72.28	103.20	1011	100.00	9.43.22	17.5.2025	0.008	-0.067	-0.894	1.221	-8.397	12.336	38.27	38.86	525.46	4896.73	37.66	13.05	1727	Wysoki poziom gazu
2025.3.17	14.44.43	50.271049	19.791014	5101.20	72.28	103.20	1011	100.00	9.43.32	17.5.2025	0.000	-0.076	-1.028	-6.046	8.641	23.298	38.37	38.91	520.31	4970.48	37.71	13.07	1678	Wysoki poziom gazu
2025.3.17	14.44.53	50.270557	19.793911	5144.10	72.28	103.20	1011	100.00	9.43.42	17.5.2025	-0.003	-0.054	-1.021	7.481	5.985	15.786	38.27	38.94	517.57	5010.05	37.75	13.07	1743	Wysoki poziom gazu
2025.3.17	14.45.3	50.270386	19.799435	5205.60	72.28	103.20	1011	100.00	9.44.0	17.5.2025	-0.003	-0.062	-1.024	5.893	-3.511	-45.527	38.27	38.97	514.87	5049.14	37.76	13.06	1722	Wysoki poziom gazu
2025.3.17	14.45.13	50.269836	19.802061	5238.00	72.28	103.20	1011	100.00	9.44.10	17.5.2025	0.013	-0.070	-1.020	3.786	-4.397	-0.733	38.32	38.99	511.97	5091.37	37.78	13.05	1717	Wysoki poziom gazu
2025.3.17	14.45.23	50.269573	19.804649	5280.60	72.28	103.20	1011	100.00	9.44.20	17.5.2025	0.019	-0.080	-1.014	-1.405	-7.786	3.115	38.32	39.03	509.01	5134.58	37.80	13.02	1722	Wysoki poziom gazu
2025.3.17	14.45.33	50.269424	19.807961	5315.80	72.28	103.20	1011	100.00	9.44.30	17.5.2025	-0.009	-0.068	-1.041	1.252	5.099	-32.397	38.41	39.05	505.54	5185.65	37.83	13.01	1702	Wysoki poziom gazu
2025.3.17	14.45.43	50.269028	19.811268	5365.70	72.28	103.20	1011	100.00	9.44.40	17.5.2025	0.002	-0.072	-1.054	-0.977	1.313	31.206	38.41	39.08	502.64	5228.48	37.85	12.96	1697	Wysoki poziom gazu
2025.3.17	14.45.53	50.268459	19.814114	5412.00	72.28	103.20	1011	100.00	9.44.50	17.5.2025	-0.013	-0.052	-1.105	-2.809	3.939	26.595	38.37	39.11	499.51	5274.97	37.87	12.96	1735	Wysoki poziom gazu
2025.3.17	14.46.3	50.268082	19.817057	5458.20	72.28	103.20	1011	100.00	9.45.0	17.5.2025	-0.006	-0.043	-1.051	3.389	9.130	49.282	38.41	39.14	496.13	5325.33	37.90	12.90	1740	Wysoki poziom gazu
2025.3.17	14.46.13	50.267788	19.820063	5500.50	72.28	103.20	1011	100.00	9.45.10	17.5.2025	0.040	-0.080	-0.976	-4.794	-9.344	-12.244	38.41	39.16	492.73	5376.38	37.93	12.91	1721	Wysoki poziom gazu
2025.3.17	14.46.23	50.267170	19.823170	5542.30	72.28	103.20	1011	100.00	9.45.20	17.5.2025	-0.023	-0.024	-1.073	7.511	7.359	-49.160	38.46	39.18	488.74	5436.54	37.94	12.90	1744	Wysoki poziom gazu
2025.3.17	14.46.34	50.266853	19.826508	5607.20	72.28	103.20	1011	100.00	9.45.30	17.5.2025	0.021	-0.060	-0.963	3.573	-12.855	-76.000	38.37	39.21	485.56	5484.81	37.98	12.92	1746	Wysoki poziom gazu
2025.3.17	14.46.44	50.266598	19.829924	5650.40	72.28	103.20	1011	100.00	9.45.40	17.5.2025	0.037	-0.070	-0.970	4.397	0.397	-14.931	38.51	39.24	482.45	5532.36	38.00	12.91	1707	Wysoki poziom gazu
2025.3.17	14.46.54	50.265888	19.832830	5708.00	72.28	103.20	1011	100.00	9.45.50	17.5.2025	0.032	-0.071	-0.937	1.985	1.740	0.489	38.46	39.26	479.72	5574.17	38.01	12.85	1734	Wysoki poziom gazu
2025.3.17	14.47.4	50.265072	19.836868	5759.80	72.28	103.20	1011	100.00	9.46.1	17.5.2025	0.041	-0.077	-1.103	-2.473	0.611	11.878	38.51	39.28	476.94	5617.04	38.04	12.87	1698	Wysoki poziom gazu
2025.3.17	14.47.14	50.264313	19.840473	5794.90	72.28	103.20	1011	100.00	9.46.11	17.5.2025	0.037	-0.047	-0.915	-0.855	1.496	37.649	38.51	39.32	474.05	5661.72	38.07	12.87	1687	Wysoki poziom gazu
2025.3.17	14.47.24	50.263474	19.843336	5841.40	72.28	103.20	1011	100.00	9.46.21	17.5.2025	0.032	-0.057	-1.027	5.252	3.053	13.893	38.55	39.34	471.32	5704.29	38.08	12.87	1701	Wysoki poziom gazu
2025.3.17	14.47.34	50.262760	19.846125	5882.20	72.28	103.20	1011	100.00	9.46.31	17.5.2025	0.027	-0.076	-1.099	5.649	-9.649	34.962	38.51	39.37	468.57	5747.19	38.12	12.84	1707	Wysoki poziom gazu
2025.3.17	14.47.44	50.262329	19.849047	5917.00	72.28	103.20	1011	100.00	9.46.41	17.5.2025	-0.015	-0.044	-1.041	9.344	10.687	22.595	38.60	39.39	465.14	5801.15	38.15	12.82	1712	Wysoki poziom gazu
2025.3.17	14.47.54	50.261719	19.852411	5969.50	72.28	103.20	1011	100.00	9.46.51	17.5.2025	0.004	-0.063	-0.992	6.351	-0.702	-3.481	38.69	39.42	462.51	5842.71	38.16	12.84	1744	Wysoki poziom gazu
2025.3.17	14.48.4	50.260921	19.855112	6015.90	72.28	103.20	1011	100.00	9.47.1	17.5.2025	0.007	-0.068	-1.018	-0.489	-2.992	12.183	38.60	39.44	459.74	5886.73	38.19	12.83	1743	Wysoki poziom gazu
